ensgid	H_Cre_Ctrl_1	H_Cre_Ctrl_2	H_Cre_Ctrl_3	H_Cre_Ctrl_4	H_K2K4_DKO_1	H_K2K4_DKO_2	H_K2K4_DKO_3	H_K2K4_DKO_4
ENSMUSG00000115347.1	0	0	0	0	0	0	0	0
ENSMUSG00000115481.1	0	0	0	1	0	1	0	0
ENSMUSG00000115703.1	0	0	0	0	0	0	0	0
ENSMUSG00000115081.1	0	0	0	0	0	0	0	0
ENSMUSG00000115419.1	1	0	0	0	0	0	0	0
ENSMUSG00000115824.1	0	0	0	0	0	0	0	1
ENSMUSG00000115551.1	0	0	0	0	0	0	0	0
ENSMUSG00000115782.1	0	0	0	0	0	0	0	0
ENSMUSG00000095874.2	0	0	0	0	0	0	0	1
ENSMUSG00000092919.2	0	0	0	0	0	0	0	0
ENSMUSG00000115208.1	0	0	0	0	0	0	0	0
ENSMUSG00000114972.1	0	0	0	0	0	1	0	0
ENSMUSG00000115266.1	0	0	0	0	0	0	0	0
ENSMUSG00000088704.1	0	0	0	0	0	0	0	0
ENSMUSG00000115524.1	0	0	0	0	0	0	0	0
ENSMUSG00000115633.1	0	1	0	0	0	0	1	0
ENSMUSG00000115434.1	0	0	0	0	0	0	0	0
ENSMUSG00000115614.1	0	0	0	0	0	0	0	0
ENSMUSG00000115485.1	0	0	0	0	0	0	0	0
ENSMUSG00000115670.1	0	0	0	0	0	0	0	0
ENSMUSG00000025370.7	2	3	1	1	1	0	1	0
ENSMUSG00000115460.1	0	0	0	0	0	0	0	0
ENSMUSG00000115182.1	0	0	0	0	0	1	0	0
ENSMUSG00000080596.1	0	0	0	0	0	0	0	0
ENSMUSG00000115173.1	0	0	0	0	0	0	0	0
ENSMUSG00000088133.1	0	0	0	0	0	0	0	0
ENSMUSG00000115192.1	0	0	0	0	0	0	1	0
ENSMUSG00000096339.1	0	0	0	0	0	0	0	0
ENSMUSG00000115492.1	0	0	0	0	0	0	0	1
ENSMUSG00000098150.2	0	0	0	1	1	0	0	0
ENSMUSG00000098222.2	3	0	0	0	1	1	5	1
ENSMUSG00000115358.1	0	0	0	0	0	0	4	1
ENSMUSG00000115766.1	0	1	0	0	0	0	0	0
ENSMUSG00000115254.1	0	0	0	0	0	0	0	0
ENSMUSG00000084873.3	0	0	0	0	0	0	0	0
ENSMUSG00000022321.15	0	1	3	3	5	5	11	3
ENSMUSG00000115815.1	0	2	0	0	0	0	0	0
ENSMUSG00000115803.1	0	0	0	0	0	0	0	0
ENSMUSG00000115588.1	0	0	0	0	0	0	0	0
ENSMUSG00000115352.1	1	0	0	0	0	0	0	0
ENSMUSG00000114971.1	0	0	0	0	0	0	0	1
ENSMUSG00000115717.1	0	0	0	0	0	0	0	0
ENSMUSG00000115516.1	0	0	0	0	0	0	0	0
ENSMUSG00000115413.1	0	0	0	0	0	0	0	0
ENSMUSG00000115298.1	0	0	0	0	0	0	0	0
ENSMUSG00000115233.1	0	0	0	0	0	0	0	0
ENSMUSG00000115830.1	0	0	0	0	0	0	0	0
ENSMUSG00000089320.1	0	0	0	0	0	0	0	0
ENSMUSG00000102810.1	0	0	0	0	0	0	0	1
ENSMUSG00000115112.1	0	0	0	0	0	0	0	0
ENSMUSG00000115086.1	0	0	0	0	0	0	0	0
ENSMUSG00000115203.1	0	0	0	0	0	0	0	0
ENSMUSG00000115122.1	0	0	0	0	0	0	0	1
ENSMUSG00000040452.9	0	0	0	0	0	0	0	0
ENSMUSG00000115155.1	0	0	0	0	0	0	0	0
ENSMUSG00000047565.5	4	3	0	0	3	0	16	3
ENSMUSG00000089258.1	0	0	0	0	0	0	0	0
ENSMUSG00000098821.1	0	0	0	0	0	0	0	0
ENSMUSG00000115631.1	0	0	0	0	0	0	0	0
ENSMUSG00000095678.1	0	0	0	0	0	0	0	0
ENSMUSG00000103296.1	0	0	0	0	0	0	0	0
ENSMUSG00000105214.1	0	0	0	0	0	0	0	0
ENSMUSG00000115708.1	0	1	0	0	0	1	2	1
ENSMUSG00000098700.1	0	0	0	0	0	0	0	0
ENSMUSG00000040420.15	0	0	0	2	0	0	1	0
ENSMUSG00000021927.7	1	0	0	0	1	0	0	1
ENSMUSG00000091194.1	0	3	2	0	1	0	3	0
ENSMUSG00000094031.1	0	0	0	0	0	0	0	0
ENSMUSG00000115560.1	0	0	0	0	0	0	0	0
ENSMUSG00000115193.1	1	2	0	0	0	0	2	0
ENSMUSG00000115788.1	0	0	0	0	0	0	0	0
ENSMUSG00000087760.1	0	0	0	0	0	0	0	0
ENSMUSG00000115129.1	0	0	2	0	0	0	0	0
ENSMUSG00000115365.1	0	0	0	0	0	0	0	0
ENSMUSG00000115586.1	1	0	0	0	0	0	0	0
ENSMUSG00000115341.1	0	0	0	0	0	0	0	0
ENSMUSG00000115528.1	0	0	0	0	1	0	0	0
ENSMUSG00000115198.1	2	0	0	0	0	0	0	0
ENSMUSG00000115079.1	0	0	0	0	0	0	0	0
ENSMUSG00000115047.1	0	0	0	0	0	0	0	0
ENSMUSG00000115004.1	0	0	0	0	0	0	0	0
ENSMUSG00000115048.1	0	0	0	0	0	0	0	1
ENSMUSG00000115607.1	0	0	0	0	0	0	0	0
ENSMUSG00000064675.1	0	0	0	0	0	0	0	0
ENSMUSG00000115261.1	0	0	0	0	0	0	1	0
ENSMUSG00000097452.2	1	2	0	0	0	0	0	1
ENSMUSG00000115174.1	0	0	0	0	0	0	0	1
ENSMUSG00000051237.7	0	0	0	0	0	0	0	0
ENSMUSG00000115840.1	0	0	0	0	0	0	1	0
ENSMUSG00000103315.1	0	0	0	0	0	0	0	0
ENSMUSG00000115355.1	0	0	0	0	0	1	0	0
ENSMUSG00000045763.8	13	15	11	13	52	57	295	51
ENSMUSG00000056089.6	0	0	0	0	0	0	1	0
ENSMUSG00000115850.1	0	1	0	0	0	0	0	0
ENSMUSG00000115729.1	30	36	26	33	7	10	28	9
ENSMUSG00000115204.1	0	0	1	2	1	2	1	0
ENSMUSG00000022272.17	12132	13401	12682	10064	12449	10449	39642	11447
ENSMUSG00000115252.1	792	788	914	741	672	476	1750	589
ENSMUSG00000089639.1	30	27	26	24	19	19	57	27
ENSMUSG00000115593.1	1	0	1	1	4	2	4	0
ENSMUSG00000022270.16	524	500	476	680	290	238	1239	294
ENSMUSG00000098719.1	0	9	2	12	1	0	6	0
ENSMUSG00000052253.6	779	811	824	863	1078	960	4127	1186
ENSMUSG00000115335.1	0	0	1	0	0	0	2	1
ENSMUSG00000022269.13	0	0	0	0	0	0	1	2
ENSMUSG00000043556.10	687	801	724	707	819	600	2548	747
ENSMUSG00000115433.1	41	35	50	42	42	32	115	37
ENSMUSG00000115399.1	24	27	29	38	28	17	74	37
ENSMUSG00000115647.1	81	67	95	144	95	70	269	89
ENSMUSG00000115131.1	213	179	244	245	231	160	578	184
ENSMUSG00000115301.1	138	119	153	183	166	112	457	142
ENSMUSG00000115381.1	201	187	236	234	226	185	552	182
ENSMUSG00000090544.3	1	0	0	0	1	0	2	0
ENSMUSG00000088191.1	0	0	0	0	0	0	0	0
ENSMUSG00000115554.1	0	0	0	0	0	0	0	0
ENSMUSG00000115138.1	0	1	4	5	0	1	1	1
ENSMUSG00000022265.7	911	879	868	832	728	644	2331	696
ENSMUSG00000115568.1	102	107	129	262	69	49	143	57
ENSMUSG00000115543.1	72	74	110	164	34	33	67	38
ENSMUSG00000046034.8	465	446	430	493	620	650	3338	765
ENSMUSG00000098416.1	0	0	0	0	0	0	0	0
ENSMUSG00000115578.1	0	0	0	0	0	0	0	0
ENSMUSG00000056069.10	27	34	22	41	47	26	150	25
ENSMUSG00000022263.10	7876	8396	8348	7070	8117	7539	31412	8740
ENSMUSG00000115641.1	20	13	23	16	20	18	79	23
ENSMUSG00000115161.1	133	95	127	132	138	119	405	130
ENSMUSG00000115058.1	0	0	0	0	1	0	2	0
ENSMUSG00000115773.1	0	0	3	0	0	1	3	0
ENSMUSG00000115722.1	0	0	0	0	0	0	0	0
ENSMUSG00000115839.1	0	0	0	0	0	0	0	1
ENSMUSG00000115806.1	0	0	0	0	0	0	0	1
ENSMUSG00000022262.8	1	1	1	0	3	2	5	1
ENSMUSG00000115473.1	0	0	0	1	0	0	1	0
ENSMUSG00000115156.1	0	0	0	0	0	0	0	0
ENSMUSG00000115795.1	0	0	0	0	0	0	0	0
ENSMUSG00000115459.1	0	0	0	0	0	0	2	0
ENSMUSG00000092639.1	0	0	0	0	0	0	0	0
ENSMUSG00000088621.1	0	0	0	0	0	0	0	0
ENSMUSG00000115544.1	0	0	0	0	0	0	0	0
ENSMUSG00000089279.1	0	0	0	0	0	0	0	0
ENSMUSG00000088045.1	0	0	0	0	0	0	0	0
ENSMUSG00000115080.1	0	0	0	0	0	0	0	1
ENSMUSG00000065726.1	0	1	0	0	0	0	0	0
ENSMUSG00000022240.10	5	2	3	7	1	0	22	2
ENSMUSG00000115073.1	0	0	0	0	0	0	0	0
ENSMUSG00000087836.1	0	0	0	0	0	0	0	0
ENSMUSG00000115337.1	0	0	0	0	0	0	0	0
ENSMUSG00000094704.1	0	0	0	0	0	0	0	0
ENSMUSG00000115012.1	1	0	0	0	0	0	1	0
ENSMUSG00000115474.1	0	0	0	0	0	0	0	0
ENSMUSG00000077468.1	0	0	0	0	0	0	0	0
ENSMUSG00000039168.15	318	385	332	317	362	386	1697	407
ENSMUSG00000055416.6	2	0	2	1	1	0	6	2
ENSMUSG00000115418.1	3	5	5	7	3	4	17	1
ENSMUSG00000022237.17	1851	1938	1704	1497	677	474	1685	494
ENSMUSG00000115406.1	18	24	9	21	12	6	27	16
ENSMUSG00000022236.10	5	4	4	5	7	6	34	6
ENSMUSG00000068964.5	0	0	0	0	0	0	0	0
ENSMUSG00000115710.1	1	1	1	4	1	1	5	5
ENSMUSG00000039100.10	4287	4514	4104	3967	4574	4191	16381	4708
ENSMUSG00000115357.1	5	6	7	7	9	3	14	8
ENSMUSG00000115383.1	37	22	30	22	25	12	74	19
ENSMUSG00000115224.1	15	19	13	9	10	9	31	13
ENSMUSG00000022235.15	88	87	119	96	84	78	352	97
ENSMUSG00000022234.15	2778	2889	3180	2881	5589	5289	21678	6520
ENSMUSG00000039065.11	271	308	230	332	237	178	554	220
ENSMUSG00000114995.1	84	57	51	90	49	35	100	43
ENSMUSG00000115188.1	0	0	1	1	0	0	1	0
ENSMUSG00000115589.1	0	1	0	0	0	0	4	0
ENSMUSG00000115561.1	0	0	0	0	0	0	1	0
ENSMUSG00000045267.3	0	0	0	0	0	0	0	0
ENSMUSG00000107924.1	0	0	1	0	0	0	1	0
ENSMUSG00000096956.2	111	96	96	95	72	80	355	75
ENSMUSG00000089317.1	2	3	3	6	4	3	14	1
ENSMUSG00000022231.10	530	516	526	496	395	313	1404	386
ENSMUSG00000115063.1	1	2	0	2	2	0	0	0
ENSMUSG00000115749.1	0	0	0	0	0	0	0	0
ENSMUSG00000115317.1	10	9	13	16	8	7	36	2
ENSMUSG00000022261.6	651	643	649	668	572	463	2251	544
ENSMUSG00000115140.1	0	0	0	0	1	0	0	0
ENSMUSG00000039007.10	457	384	346	518	563	508	2195	574
ENSMUSG00000058101.3	4	11	9	25	10	3	18	7
ENSMUSG00000088062.1	0	0	0	0	0	0	2	0
ENSMUSG00000115779.1	1	1	0	0	0	0	1	0
ENSMUSG00000038984.4	117	76	111	102	49	32	140	51
ENSMUSG00000115362.1	0	0	0	0	0	0	0	0
ENSMUSG00000115318.1	0	0	0	0	0	0	0	0
ENSMUSG00000115605.1	0	0	0	0	0	0	0	0
ENSMUSG00000115428.1	0	0	0	1	0	0	0	0
ENSMUSG00000115440.1	0	0	0	0	0	0	0	0
ENSMUSG00000022255.16	5321	5178	5317	5391	5263	4118	17340	5308
ENSMUSG00000115276.1	184	127	166	176	174	121	449	147
ENSMUSG00000089072.1	5	4	5	6	5	7	23	12
ENSMUSG00000022257.4	501	475	597	604	838	719	3026	973
ENSMUSG00000115808.1	26	22	23	31	63	70	218	51
ENSMUSG00000084738.2	0	0	0	0	2	3	6	3
ENSMUSG00000022324.15	288	250	271	304	305	311	1495	311
ENSMUSG00000094447.2	0	1	0	4	0	0	0	0
ENSMUSG00000058600.13	564	559	653	588	684	635	2877	757
ENSMUSG00000065899.1	0	0	0	0	0	0	0	0
ENSMUSG00000115685.1	6	7	7	2	4	6	32	5
ENSMUSG00000044726.8	0	3	0	2	0	0	1	0
ENSMUSG00000115300.1	3	1	3	3	1	2	5	0
ENSMUSG00000022323.11	93	94	73	92	92	62	213	80
ENSMUSG00000022325.14	277	247	276	280	528	440	1451	581
ENSMUSG00000115005.1	2	4	7	3	2	3	6	6
ENSMUSG00000084607.1	0	1	3	2	6	0	4	3
ENSMUSG00000038879.8	112	63	79	59	60	40	230	38
ENSMUSG00000115526.1	0	1	0	2	0	0	1	0
ENSMUSG00000115360.1	0	1	1	0	0	3	1	1
ENSMUSG00000050963.7	0	2	1	1	1	3	7	1
ENSMUSG00000022329.15	1104	1106	1033	1116	1763	1520	6308	1873
ENSMUSG00000115345.1	0	0	0	0	0	0	0	1
ENSMUSG00000022330.5	4	4	2	0	6	3	7	1
ENSMUSG00000115453.1	0	0	0	0	0	0	0	0
ENSMUSG00000115829.1	5	7	2	2	5	8	5	3
ENSMUSG00000037646.10	3587	3603	3761	3775	3945	3410	12973	3957
ENSMUSG00000089133.1	3	3	2	5	2	4	4	1
ENSMUSG00000115314.1	8	2	10	4	6	6	12	8
ENSMUSG00000115144.1	8	10	4	8	9	10	33	14
ENSMUSG00000076333.1	2	2	0	6	3	2	8	3
ENSMUSG00000077890.1	0	0	1	3	4	4	8	5
ENSMUSG00000115040.1	11	2	7	9	4	9	11	6
ENSMUSG00000115837.1	42	33	32	51	37	27	109	26
ENSMUSG00000115340.1	31	19	18	23	18	15	80	20
ENSMUSG00000115793.1	16	33	34	34	24	35	88	26
ENSMUSG00000014313.15	1093	1128	1173	1287	1779	1470	6481	1904
ENSMUSG00000037627.16	3	2	5	2	2	0	8	4
ENSMUSG00000088786.1	0	0	0	0	0	0	0	0
ENSMUSG00000092230.1	0	0	1	1	1	0	5	0
ENSMUSG00000048230.6	2	0	1	0	0	1	3	2
ENSMUSG00000064543.1	0	0	0	0	0	0	0	0
ENSMUSG00000045996.12	22	10	17	20	26	14	109	23
ENSMUSG00000037617.12	229	195	279	243	272	257	1149	265
ENSMUSG00000088201.1	0	0	1	0	0	0	0	0
ENSMUSG00000115811.1	4	2	0	2	1	5	10	1
ENSMUSG00000022280.9	2417	2413	2704	2573	3829	3694	17242	4079
ENSMUSG00000098457.1	0	0	0	0	0	0	0	0
ENSMUSG00000115162.1	0	1	0	0	0	0	0	0
ENSMUSG00000068579.5	0	1	0	0	0	0	2	0
ENSMUSG00000115715.1	0	0	1	1	1	2	3	1
ENSMUSG00000115278.1	3	2	1	1	0	0	1	1
ENSMUSG00000114981.1	0	0	6	3	1	1	3	4
ENSMUSG00000115395.1	1	3	0	0	1	0	4	0
ENSMUSG00000048307.8	1696	1687	1478	1233	1794	1663	7272	1911
ENSMUSG00000115084.1	2	0	0	3	1	1	0	1
ENSMUSG00000013611.14	1	1	1	0	1	2	3	1
ENSMUSG00000105494.1	0	0	1	1	0	5	7	3
ENSMUSG00000022283.15	1956	2016	2805	2373	3553	3187	12779	3416
ENSMUSG00000115037.1	0	0	0	0	0	0	0	0
ENSMUSG00000115537.1	0	0	0	0	0	0	0	0
ENSMUSG00000115127.1	0	2	1	1	0	0	1	0
ENSMUSG00000115834.1	16	11	9	17	2	2	4	2
ENSMUSG00000115103.1	0	0	2	3	1	2	3	0
ENSMUSG00000022285.17	1425	1454	1515	1523	2409	2255	9393	2462
ENSMUSG00000093021.1	0	0	0	2	0	0	1	0
ENSMUSG00000115750.1	10	9	4	1	2	1	7	0
ENSMUSG00000072618.2	2	2	0	0	0	0	4	1
ENSMUSG00000115430.1	0	0	0	0	0	0	0	0
ENSMUSG00000115333.1	3	1	0	2	0	0	0	1
ENSMUSG00000062397.8	1113	1026	1135	1146	1383	1185	4051	1539
ENSMUSG00000097259.2	14	17	10	17	23	3	23	12
ENSMUSG00000115848.1	0	1	0	0	1	0	1	0
ENSMUSG00000115621.1	0	0	0	0	0	0	2	1
ENSMUSG00000089804.2	5	2	4	6	2	6	19	7
ENSMUSG00000022286.16	36	16	41	29	11	12	46	10
ENSMUSG00000089949.2	0	0	0	1	0	0	0	0
ENSMUSG00000089811.2	0	2	0	0	0	0	2	1
ENSMUSG00000051359.15	474	397	434	383	225	177	827	202
ENSMUSG00000101671.1	0	0	0	0	0	0	0	0
ENSMUSG00000080408.1	0	0	1	1	1	0	0	1
ENSMUSG00000086992.7	8	11	11	27	4	3	15	4
ENSMUSG00000084316.1	0	0	0	0	0	1	0	0
ENSMUSG00000022288.1	3	14	5	12	2	2	3	2
ENSMUSG00000115157.1	10	13	14	9	5	1	1	2
ENSMUSG00000084382.1	8	14	7	12	2	2	3	4
ENSMUSG00000115095.1	38	34	45	49	12	6	15	13
ENSMUSG00000080425.1	4	2	2	1	0	0	0	0
ENSMUSG00000086125.1	13	17	20	19	4	3	4	8
ENSMUSG00000086313.1	12	16	17	24	6	1	4	2
ENSMUSG00000097679.1	0	0	0	0	0	0	0	0
ENSMUSG00000115326.1	1	2	0	0	0	0	0	0
ENSMUSG00000022292.16	773	752	718	726	599	458	1701	590
ENSMUSG00000085442.1	6	9	4	7	5	5	11	4
ENSMUSG00000115249.1	86	99	110	72	127	107	534	129
ENSMUSG00000037487.7	6990	6923	7758	7551	9498	9077	39272	9901
ENSMUSG00000065852.1	3	4	6	7	8	13	35	8
ENSMUSG00000115771.1	2	5	2	10	0	5	10	6
ENSMUSG00000115680.1	39	44	50	47	32	36	104	35
ENSMUSG00000061923.4	3	0	0	0	0	1	5	0
ENSMUSG00000115525.1	0	0	0	0	0	0	0	0
ENSMUSG00000096567.1	0	0	0	0	0	0	0	0
ENSMUSG00000115307.1	0	1	4	0	0	0	3	1
ENSMUSG00000115057.1	2	1	0	1	2	0	6	1
ENSMUSG00000115437.1	2	1	2	2	4	2	5	0
ENSMUSG00000037465.10	2792	2919	2909	2777	3521	2844	10596	2980
ENSMUSG00000115456.1	1	0	2	2	1	0	5	0
ENSMUSG00000115405.1	8	11	16	10	7	10	26	17
ENSMUSG00000115009.1	8	10	12	6	9	8	35	14
ENSMUSG00000037458.15	5022	3956	5654	5254	10053	9386	36488	10844
ENSMUSG00000099110.1	3	2	11	5	7	7	32	4
ENSMUSG00000115546.1	4	9	3	8	6	4	23	3
ENSMUSG00000102106.2	2	0	0	0	0	0	0	1
ENSMUSG00000115587.1	1	0	0	0	1	0	4	1
ENSMUSG00000114975.1	0	0	0	0	0	0	0	0
ENSMUSG00000115491.1	1	0	0	0	0	2	3	0
ENSMUSG00000115547.1	0	0	0	0	0	0	0	0
ENSMUSG00000022295.8	1101	999	993	1064	1424	1166	4909	1510
ENSMUSG00000115620.1	3	1	6	6	12	6	23	3
ENSMUSG00000114994.1	10	13	8	13	10	7	8	4
ENSMUSG00000022296.9	10	4	7	7	26	21	71	34
ENSMUSG00000115070.1	0	3	1	0	1	1	4	3
ENSMUSG00000097875.2	16	3	10	7	1	4	22	7
ENSMUSG00000022297.15	3317	3427	3051	2613	2593	2016	7982	2686
ENSMUSG00000115508.1	12	5	4	7	4	3	18	2
ENSMUSG00000077470.1	0	0	0	0	0	0	0	0
ENSMUSG00000115841.1	0	0	0	0	1	0	0	0
ENSMUSG00000054196.7	24	21	28	21	14	19	45	13
ENSMUSG00000022299.9	1203	1303	1195	1134	1117	868	3077	1128
ENSMUSG00000022300.10	762	707	745	813	1207	1143	4600	1417
ENSMUSG00000084562.1	0	2	4	3	7	1	15	2
ENSMUSG00000098021.2	27	36	12	39	18	9	56	12
ENSMUSG00000037386.16	7	15	15	23	28	18	162	51
ENSMUSG00000095297.1	0	0	0	0	0	0	0	0
ENSMUSG00000022303.9	2	0	0	0	0	0	5	0
ENSMUSG00000022304.13	2	2	5	6	1	0	5	1
ENSMUSG00000087695.1	0	1	0	0	0	0	2	0
ENSMUSG00000022305.13	174	204	191	172	209	214	837	237
ENSMUSG00000115230.1	0	0	0	0	0	2	9	0
ENSMUSG00000115152.1	0	0	0	0	0	0	0	0
ENSMUSG00000115739.1	0	0	0	0	0	1	0	0
ENSMUSG00000115712.1	0	0	0	0	0	0	0	0
ENSMUSG00000115142.1	0	0	0	0	0	0	1	0
ENSMUSG00000094112.2	1	1	0	0	0	0	1	0
ENSMUSG00000115367.1	0	0	0	0	0	0	0	0
ENSMUSG00000092855.1	0	0	0	0	0	0	0	0
ENSMUSG00000115820.1	0	0	0	0	0	0	0	0
ENSMUSG00000056332.4	0	1	0	1	0	0	0	0
ENSMUSG00000115069.1	0	0	0	0	0	0	1	1
ENSMUSG00000022306.9	490	483	521	537	469	416	2169	438
ENSMUSG00000116397.1	9	11	16	29	10	10	60	18
ENSMUSG00000115975.1	104	92	108	135	123	88	505	117
ENSMUSG00000115898.1	34	27	26	43	30	32	95	28
ENSMUSG00000048559.5	0	0	0	0	0	0	0	0
ENSMUSG00000116178.1	0	0	0	0	0	0	0	0
ENSMUSG00000022307.16	3291	3291	3183	3200	3555	3057	12661	3486
ENSMUSG00000097232.1	14	15	16	22	27	15	42	16
ENSMUSG00000042895.6	56	80	80	124	58	57	254	50
ENSMUSG00000116083.1	0	0	0	0	0	0	1	1
ENSMUSG00000088469.1	0	0	1	0	0	0	0	0
ENSMUSG00000116215.1	1	0	2	0	3	0	5	0
ENSMUSG00000115986.1	0	0	0	1	0	0	0	0
ENSMUSG00000116199.1	0	0	0	1	0	0	0	1
ENSMUSG00000116008.1	0	0	0	0	0	0	0	0
ENSMUSG00000115988.1	0	0	1	2	0	1	3	0
ENSMUSG00000115985.1	0	0	0	0	0	0	0	0
ENSMUSG00000116245.1	0	0	0	0	0	0	0	0
ENSMUSG00000116323.1	0	0	0	0	0	0	0	0
ENSMUSG00000115894.1	0	0	0	0	0	0	0	0
ENSMUSG00000022309.9	154	136	121	147	79	35	227	48
ENSMUSG00000097805.2	0	0	1	2	1	0	2	1
ENSMUSG00000051920.7	0	1	0	0	0	0	0	1
ENSMUSG00000098002.1	0	0	1	1	2	2	8	3
ENSMUSG00000087905.1	0	0	1	0	0	0	3	3
ENSMUSG00000022336.3	1722	1659	1778	1837	2513	2117	8924	2790
ENSMUSG00000115635.1	0	0	0	0	0	0	0	0
ENSMUSG00000072592.2	1	0	1	0	1	0	5	0
ENSMUSG00000022337.7	991	880	917	1064	1376	1211	4622	1562
ENSMUSG00000115407.1	0	0	0	0	1	0	0	0
ENSMUSG00000054409.5	5	7	4	2	3	3	12	1
ENSMUSG00000038760.14	0	0	0	0	1	0	0	0
ENSMUSG00000115730.1	1	0	0	1	1	0	0	0
ENSMUSG00000115694.1	0	0	0	0	0	0	0	1
ENSMUSG00000088756.1	0	0	0	0	0	0	0	0
ENSMUSG00000077181.1	0	0	0	0	0	0	0	0
ENSMUSG00000038736.10	372	422	414	522	796	618	2169	864
ENSMUSG00000022338.8	1129	1076	1251	1157	1320	1125	4190	1385
ENSMUSG00000094551.1	0	0	0	0	0	0	0	0
ENSMUSG00000038725.13	2251	1581	1719	1527	752	357	1008	427
ENSMUSG00000022339.9	208	195	225	225	224	195	747	237
ENSMUSG00000022340.15	1177	1285	1204	1037	628	365	849	455
ENSMUSG00000060530.2	28	23	16	33	12	17	20	13
ENSMUSG00000089137.1	0	0	0	0	0	0	0	0
ENSMUSG00000089589.1	0	0	0	0	0	0	0	0
ENSMUSG00000115265.1	0	0	0	1	0	0	0	0
ENSMUSG00000058463.3	0	0	0	0	0	0	0	0
ENSMUSG00000022342.6	0	0	1	0	0	0	0	0
ENSMUSG00000118565.1	0	0	0	0	0	0	0	0
ENSMUSG00000115549.1	0	0	0	1	0	0	0	0
ENSMUSG00000096157.2	0	0	0	0	0	0	0	1
ENSMUSG00000065312.1	0	0	0	0	0	0	0	0
ENSMUSG00000115197.1	0	0	0	0	0	0	0	1
ENSMUSG00000099751.6	1	0	0	0	0	0	0	0
ENSMUSG00000092643.1	0	0	0	0	0	0	0	0
ENSMUSG00000115177.1	0	1	0	1	0	0	0	1
ENSMUSG00000115350.1	0	0	0	0	0	0	0	0
ENSMUSG00000051198.6	0	0	0	0	0	0	0	0
ENSMUSG00000115495.1	0	0	0	0	0	0	0	0
ENSMUSG00000088679.1	0	0	0	0	0	0	0	0
ENSMUSG00000115534.1	0	0	0	0	0	0	1	1
ENSMUSG00000115707.1	0	0	0	0	0	0	0	0
ENSMUSG00000022311.15	0	0	0	1	3	0	1	3
ENSMUSG00000089828.2	0	0	0	0	0	0	0	1
ENSMUSG00000077752.1	0	0	0	0	0	0	0	0
ENSMUSG00000065742.1	0	0	0	0	0	0	0	0
ENSMUSG00000115700.1	0	0	1	0	1	1	0	1
ENSMUSG00000115462.1	0	0	0	0	0	0	0	0
ENSMUSG00000089314.1	0	0	0	0	0	0	0	0
ENSMUSG00000114976.1	0	0	0	0	0	1	0	0
ENSMUSG00000115775.1	0	0	0	0	0	0	0	0
ENSMUSG00000065760.1	0	0	0	0	0	0	0	0
ENSMUSG00000115446.1	0	0	0	0	0	0	0	0
ENSMUSG00000115478.1	0	0	0	1	0	0	0	1
ENSMUSG00000038679.16	1117	1047	1244	1293	1394	1215	4714	1427
ENSMUSG00000084458.1	1	0	0	0	0	0	2	1
ENSMUSG00000115339.1	0	0	0	0	0	0	0	1
ENSMUSG00000115654.1	0	0	0	0	0	0	0	0
ENSMUSG00000115513.1	0	0	0	1	0	0	0	0
ENSMUSG00000115563.1	0	0	0	0	0	0	0	0
ENSMUSG00000022312.11	1234	1202	1323	1311	1794	1596	6979	1997
ENSMUSG00000022313.10	128	148	152	157	186	169	594	199
ENSMUSG00000115284.1	20	6	12	16	23	18	73	23
ENSMUSG00000115616.1	1	0	1	1	0	0	1	0
ENSMUSG00000022314.10	5891	5728	5666	6223	9109	8049	30272	10194
ENSMUSG00000115068.1	0	0	0	0	0	0	1	0
ENSMUSG00000115238.1	0	0	1	1	0	1	2	1
ENSMUSG00000068522.4	1	4	2	1	5	2	14	1
ENSMUSG00000115457.1	0	0	0	0	1	0	2	1
ENSMUSG00000115738.1	0	0	0	1	1	0	1	2
ENSMUSG00000022315.3	0	0	0	0	0	0	0	0
ENSMUSG00000115241.1	0	0	0	0	0	0	0	1
ENSMUSG00000057262.2	0	0	0	0	0	0	1	0
ENSMUSG00000088830.1	0	0	0	0	0	0	0	0
ENSMUSG00000094481.1	0	0	0	0	0	0	0	0
ENSMUSG00000038622.8	264	229	247	280	327	255	938	360
ENSMUSG00000115137.1	0	0	0	0	0	0	1	0
ENSMUSG00000061731.9	3280	3527	3662	3254	4335	4196	18595	4692
ENSMUSG00000087805.2	0	0	0	0	0	0	3	0
ENSMUSG00000058656.13	1619	1607	1495	1389	1063	603	1637	822
ENSMUSG00000077567.1	2	5	1	3	2	1	4	1
ENSMUSG00000104794.1	6	6	3	11	2	2	2	1
ENSMUSG00000115761.1	10	8	15	11	11	1	11	7
ENSMUSG00000072584.2	7	6	3	2	7	2	5	1
ENSMUSG00000097938.1	0	0	0	0	0	0	0	0
ENSMUSG00000063727.3	0	3	1	4	14	8	37	3
ENSMUSG00000115327.1	0	0	0	0	0	0	0	0
ENSMUSG00000050978.3	2	0	0	1	1	1	0	2
ENSMUSG00000038591.3	0	0	0	1	0	0	1	0
ENSMUSG00000115211.1	0	1	0	0	0	0	1	0
ENSMUSG00000115477.1	0	0	0	0	0	0	0	0
ENSMUSG00000024479.3	0	0	0	0	0	0	0	0
ENSMUSG00000037362.8	633	821	582	493	288	174	831	171
ENSMUSG00000098237.1	0	2	2	0	0	0	1	0
ENSMUSG00000022425.16	320	280	392	284	695	688	3689	670
