ensgid	CRE_1_S1	CRE_2_S2	CRE_3_S3	CRE_4_S4	DKO_1_S5	DKO_2_S6	DKO_3_S7	DKO_4_S8
ENSMUSG00000103218.1	0	0	0	0	0	0	0	0
ENSMUSG00000103219.1	0	0	0	0	0	0	0	0
ENSMUSG00000103220.1	166	243	266	181	61	73	95	104
ENSMUSG00000103221.1	0	0	0	0	0	0	0	0
ENSMUSG00000103222.1	3	13	9	0	4	11	34	24
ENSMUSG00000103223.1	1	1	0	0	0	2	5	0
ENSMUSG00000103224.1	0	0	0	0	0	0	0	0
ENSMUSG00000103225.1	0	0	0	0	0	0	0	1
ENSMUSG00000103226.1	0	0	0	0	0	0	0	0
ENSMUSG00000103227.1	31	54	51	56	12	8	30	35
ENSMUSG00000103228.1	0	0	0	0	0	0	3	1
ENSMUSG00000103230.1	1	6	5	4	0	0	4	4
ENSMUSG00000103231.1	0	0	0	0	0	0	0	0
ENSMUSG00000103232.1	41	45	77	31	29	18	54	42
ENSMUSG00000103233.1	12	1	8	4	8	14	10	29
ENSMUSG00000103234.1	0	0	0	0	0	0	0	0
ENSMUSG00000103236.1	0	0	0	0	0	0	0	0
ENSMUSG00000103237.1	0	0	0	0	0	0	0	0
ENSMUSG00000103238.1	105	124	92	69	99	83	73	101
ENSMUSG00000103239.1	0	0	0	0	0	0	0	0
ENSMUSG00000103240.1	0	0	0	0	0	0	0	0
ENSMUSG00000103241.1	0	0	0	0	0	0	0	0
ENSMUSG00000103242.1	0	0	0	0	0	1	1	2
ENSMUSG00000103243.1	0	0	0	0	0	0	0	0
ENSMUSG00000103244.1	0	0	0	0	0	0	0	0
ENSMUSG00000103245.1	0	0	0	0	0	0	0	0
ENSMUSG00000103246.1	0	0	0	0	0	0	0	0
ENSMUSG00000103247.1	19	18	22	2	8	9	19	9
ENSMUSG00000103248.1	0	0	0	0	0	0	0	0
ENSMUSG00000103249.1	0	0	0	0	0	0	0	0
ENSMUSG00000103250.1	0	0	0	0	0	0	0	0
ENSMUSG00000103251.1	12	28	11	1	16	18	40	28
ENSMUSG00000103252.1	69	101	87	94	62	106	125	133
ENSMUSG00000103253.1	26	21	28	8	19	23	13	17
ENSMUSG00000103254.1	1	0	21	2	17	21	15	17
ENSMUSG00000103255.1	14	47	55	33	0	2	2	15
ENSMUSG00000103256.1	0	0	0	0	4	1	2	0
ENSMUSG00000103257.1	0	0	0	0	2	0	0	0
ENSMUSG00000103258.1	0	0	0	0	0	0	0	0
ENSMUSG00000103259.1	0	0	0	0	0	0	0	0
ENSMUSG00000103260.1	0	1	0	0	0	0	0	2
ENSMUSG00000103261.1	4	0	0	0	0	0	4	3
ENSMUSG00000103262.1	0	0	0	0	0	0	0	0
ENSMUSG00000103263.1	0	0	0	0	0	0	0	0
ENSMUSG00000103264.1	0	0	0	0	0	0	0	0
ENSMUSG00000103265.1	1	0	6	0	0	3	2	3
ENSMUSG00000103266.1	0	0	2	0	0	0	1	0
ENSMUSG00000103267.1	0	0	0	0	0	0	0	0
ENSMUSG00000103269.1	0	0	0	0	0	0	0	0
ENSMUSG00000103270.1	3	1	1	0	0	0	0	0
ENSMUSG00000103271.1	0	0	0	0	0	0	0	0
ENSMUSG00000103272.1	33	55	54	36	30	45	59	78
ENSMUSG00000103273.1	0	0	0	0	0	0	0	0
ENSMUSG00000103274.1	7	2	2	14	4	5	0	1
ENSMUSG00000103275.1	0	0	0	0	0	0	0	0
ENSMUSG00000103276.1	0	0	0	0	0	0	0	0
ENSMUSG00000103277.1	0	1	0	5	0	4	2	0
ENSMUSG00000103279.1	0	0	0	0	0	0	0	0
ENSMUSG00000103280.1	15	6	9	0	11	10	17	10
ENSMUSG00000103281.1	0	0	0	0	0	0	0	0
ENSMUSG00000103282.1	0	0	0	0	0	0	0	0
ENSMUSG00000103284.1	23	46	39	30	61	59	87	83
ENSMUSG00000103285.1	67	131	96	86	83	88	108	100
ENSMUSG00000103286.1	0	1	0	0	0	0	0	0
ENSMUSG00000103287.1	0	0	0	0	0	0	0	0
ENSMUSG00000103288.1	0	0	0	0	0	0	0	0
ENSMUSG00000103289.1	0	0	0	8	0	0	3	2
ENSMUSG00000103290.1	0	0	0	0	0	0	0	0
ENSMUSG00000103291.1	359	802	733	476	266	247	295	313
ENSMUSG00000103292.1	0	1	0	0	0	0	0	0
ENSMUSG00000103293.1	26	35	45	14	26	20	40	41
ENSMUSG00000103294.1	0	0	2	0	0	0	0	2
ENSMUSG00000103295.1	0	0	0	0	0	0	0	0
ENSMUSG00000103296.1	0	0	0	0	0	0	0	0
ENSMUSG00000103297.1	0	0	0	0	0	0	0	0
ENSMUSG00000103298.1	0	0	0	0	0	0	0	0
ENSMUSG00000103299.1	0	4	3	0	2	0	12	9
ENSMUSG00000103300.1	0	0	0	0	0	0	0	0
ENSMUSG00000103301.1	0	0	1	0	0	0	6	2
ENSMUSG00000103302.1	0	0	0	0	0	0	0	0
ENSMUSG00000103303.1	2	5	3	10	9	10	6	6
ENSMUSG00000103304.1	8	9	10	7	6	7	14	31
ENSMUSG00000103305.1	0	0	0	0	0	0	0	0
ENSMUSG00000103306.1	0	0	0	0	0	0	0	0
ENSMUSG00000103307.1	0	0	0	0	0	0	0	0
ENSMUSG00000103308.5	0	0	10	0	3	0	9	4
ENSMUSG00000103309.1	24	41	40	27	22	56	48	74
ENSMUSG00000103310.1	3	15	11	13	3	4	2	7
ENSMUSG00000103311.1	0	0	0	0	0	0	0	0
ENSMUSG00000103312.1	0	0	0	10	1	2	1	0
ENSMUSG00000103313.1	84	82	115	77	421	482	1159	920
ENSMUSG00000103314.1	0	0	0	0	0	0	0	0
ENSMUSG00000103315.1	0	0	0	0	0	0	0	0
ENSMUSG00000103317.1	5	8	4	4	30	2	26	12
ENSMUSG00000103318.1	0	0	0	0	0	0	0	0
ENSMUSG00000103320.1	2	0	6	0	5	0	0	2
ENSMUSG00000103321.1	0	0	3	0	4	1	8	5
ENSMUSG00000103322.1	0	0	0	0	0	0	0	0
ENSMUSG00000103323.1	0	0	0	0	0	0	0	0
ENSMUSG00000103324.1	8	6	2	14	12	3	5	0
ENSMUSG00000103325.1	0	0	3	0	0	0	0	2
ENSMUSG00000103327.1	0	0	0	0	0	0	0	0
ENSMUSG00000103328.1	0	0	0	0	0	0	0	0
ENSMUSG00000103329.2	0	0	0	0	0	0	0	0
ENSMUSG00000103330.1	0	0	0	0	0	0	0	0
ENSMUSG00000103331.1	4	1	0	3	0	0	0	0
ENSMUSG00000103332.1	136	188	187	122	122	95	135	123
ENSMUSG00000103333.1	0	0	0	0	0	3	0	0
ENSMUSG00000103334.1	0	0	0	0	0	0	0	0
ENSMUSG00000103336.1	0	0	0	0	0	2	0	0
ENSMUSG00000103338.1	0	0	0	0	0	0	0	0
ENSMUSG00000103339.1	0	0	0	0	0	0	0	0
ENSMUSG00000103340.1	0	0	0	0	0	0	0	0
ENSMUSG00000103341.1	0	0	0	0	0	0	0	0
ENSMUSG00000103343.1	116	119	93	89	91	47	110	99
ENSMUSG00000103345.1	0	0	0	0	0	0	0	0
ENSMUSG00000103346.1	0	0	0	0	4	0	1	2
ENSMUSG00000103347.1	0	0	0	0	0	0	0	0
ENSMUSG00000103348.1	28	60	44	28	15	37	57	61
ENSMUSG00000103349.1	3	10	9	0	1	1	1	0
ENSMUSG00000103350.1	0	0	0	0	0	0	0	0
ENSMUSG00000103351.1	0	0	0	0	0	0	0	0
ENSMUSG00000103352.1	0	0	0	0	0	0	0	0
ENSMUSG00000103353.1	0	0	0	0	0	0	0	0
ENSMUSG00000103354.1	0	5	4	5	0	3	1	2
ENSMUSG00000103355.1	0	1	7	0	2	7	1	0
ENSMUSG00000103356.1	0	0	0	0	0	0	0	0
ENSMUSG00000103357.1	0	0	4	0	0	0	2	0
ENSMUSG00000103358.1	0	0	0	0	0	0	0	4
ENSMUSG00000103360.1	51	77	118	42	34	36	71	89
ENSMUSG00000103361.1	0	0	0	0	0	0	0	0
ENSMUSG00000103362.1	0	0	0	0	0	0	0	0
ENSMUSG00000103364.1	53	94	70	62	82	114	217	199
ENSMUSG00000103365.1	0	0	0	0	0	0	0	0
ENSMUSG00000103366.1	0	0	0	0	0	0	0	2
ENSMUSG00000103367.1	6	18	11	15	48	26	39	25
ENSMUSG00000103368.1	0	0	0	0	0	0	0	0
ENSMUSG00000103369.1	0	0	0	0	0	0	0	0
ENSMUSG00000103370.1	0	0	0	0	0	0	0	0
ENSMUSG00000103371.1	0	0	0	0	0	0	0	0
ENSMUSG00000103372.1	0	0	0	0	0	0	0	0
ENSMUSG00000103373.1	352	370	387	269	183	206	298	361
ENSMUSG00000103374.1	0	0	0	0	6	0	9	6
ENSMUSG00000103375.1	0	0	0	0	0	0	0	0
ENSMUSG00000103376.1	0	0	0	0	0	0	0	0
ENSMUSG00000103377.1	0	0	4	0	0	0	1	0
ENSMUSG00000103378.1	0	0	0	0	0	0	1	0
ENSMUSG00000103379.1	0	0	0	0	0	0	0	0
ENSMUSG00000103380.1	17	10	10	15	9	4	18	24
ENSMUSG00000103382.1	74	156	169	90	72	60	100	114
ENSMUSG00000103383.1	0	0	0	1	0	0	0	0
ENSMUSG00000103384.1	0	0	0	0	0	0	0	0
ENSMUSG00000103385.1	2	8	8	8	0	0	0	2
ENSMUSG00000103386.1	0	0	0	0	0	0	0	0
ENSMUSG00000103387.1	6	15	10	2	0	8	6	6
ENSMUSG00000103388.1	25	55	45	18	9	20	38	34
ENSMUSG00000103389.1	0	0	0	0	0	0	0	0
ENSMUSG00000103390.1	8	6	5	8	10	9	9	15
ENSMUSG00000103391.1	21	40	28	25	41	19	31	33
ENSMUSG00000103392.1	0	0	0	0	0	0	0	0
ENSMUSG00000103393.1	1	9	1	0	0	1	2	5
ENSMUSG00000103394.1	0	1	0	0	0	0	0	0
ENSMUSG00000103395.1	0	0	0	0	0	0	0	0
ENSMUSG00000103396.1	0	0	0	0	0	0	0	0
ENSMUSG00000103397.1	0	0	0	0	0	0	0	0
ENSMUSG00000103398.1	2	1	0	2	0	4	1	0
ENSMUSG00000103399.1	0	0	0	0	0	0	0	0
ENSMUSG00000103400.2	39	20	49	29	24	46	70	77
ENSMUSG00000103401.1	2	2	0	0	0	0	1	3
ENSMUSG00000103402.1	0	0	0	0	0	0	0	0
ENSMUSG00000103403.1	37	37	50	13	22	3	13	8
ENSMUSG00000103404.1	1	2	0	3	2	0	7	3
ENSMUSG00000103406.1	0	0	0	0	0	0	0	0
ENSMUSG00000103407.1	0	0	0	0	0	0	0	0
ENSMUSG00000103408.1	4	0	2	0	0	0	0	0
ENSMUSG00000103409.2	76	64	64	55	35	66	96	66
ENSMUSG00000103410.1	0	0	0	0	0	0	0	0
ENSMUSG00000103411.1	1	3	2	2	0	0	8	11
ENSMUSG00000103412.1	4	12	6	4	0	0	11	5
ENSMUSG00000103413.1	0	0	0	0	0	0	1	0
ENSMUSG00000103415.1	0	0	0	0	0	0	0	0
ENSMUSG00000103416.1	0	0	0	0	0	0	0	0
ENSMUSG00000103417.1	0	0	0	0	0	0	0	0
ENSMUSG00000103419.1	4	1	2	7	8	7	1	2
ENSMUSG00000103420.1	20	27	51	27	32	42	31	42
ENSMUSG00000103421.1	0	0	2	0	0	3	1	0
ENSMUSG00000103422.1	28	42	32	13	61	51	88	83
ENSMUSG00000103423.1	1	0	0	9	16	8	6	0
ENSMUSG00000103424.1	0	0	0	0	0	0	0	1
ENSMUSG00000103425.1	0	0	0	0	0	0	0	0
ENSMUSG00000103426.1	0	0	0	0	0	0	0	0
ENSMUSG00000103427.1	326	381	429	266	411	560	600	802
ENSMUSG00000103428.1	0	0	0	0	0	0	0	0
ENSMUSG00000103430.1	0	0	0	0	0	0	0	0
ENSMUSG00000103431.5	0	0	0	0	0	0	0	0
ENSMUSG00000103432.1	44	95	82	56	24	54	52	81
ENSMUSG00000103433.1	0	0	0	0	0	0	3	1
ENSMUSG00000103434.1	0	0	0	0	0	0	0	0
ENSMUSG00000103435.1	10	17	9	14	36	22	23	20
ENSMUSG00000103436.1	1	4	0	0	0	0	2	0
ENSMUSG00000103437.1	0	0	0	0	0	0	0	0
ENSMUSG00000103438.1	0	0	0	0	0	0	2	2
ENSMUSG00000103439.1	2	2	1	3	1	1	1	2
ENSMUSG00000103440.1	0	0	0	0	0	0	0	0
ENSMUSG00000103441.1	0	0	0	0	0	0	0	0
ENSMUSG00000103442.5	0	0	0	0	0	0	2	0
ENSMUSG00000103443.1	21	25	32	11	29	9	26	24
ENSMUSG00000103444.1	0	0	0	0	0	0	0	0
ENSMUSG00000103445.1	0	5	2	0	2	16	7	12
ENSMUSG00000103446.1	0	0	0	0	0	0	0	0
ENSMUSG00000103448.1	0	0	0	0	0	0	0	0
ENSMUSG00000103449.1	0	0	0	0	0	0	1	0
ENSMUSG00000103451.1	0	0	0	0	0	0	0	0
ENSMUSG00000103452.1	0	0	0	0	0	0	0	0
ENSMUSG00000103454.1	0	0	0	1	8	4	2	1
ENSMUSG00000103456.1	6	1	7	0	0	1	3	0
ENSMUSG00000103457.1	6	5	21	13	2	9	12	13
ENSMUSG00000103458.1	0	0	0	0	0	0	0	0
ENSMUSG00000103459.1	0	0	0	0	0	0	0	0
ENSMUSG00000103460.1	0	0	0	0	0	0	0	0
ENSMUSG00000103461.1	0	0	0	0	0	0	0	0
ENSMUSG00000103462.5	0	0	0	0	0	0	0	0
ENSMUSG00000103463.1	0	0	0	0	0	0	0	0
ENSMUSG00000103464.1	0	0	0	0	0	0	0	0
ENSMUSG00000103465.1	0	0	0	0	0	0	0	0
ENSMUSG00000103466.1	2	0	0	0	0	0	0	3
ENSMUSG00000103467.1	50	26	34	16	26	32	50	56
ENSMUSG00000103468.1	0	0	0	0	0	0	0	0
ENSMUSG00000103469.1	136	162	178	148	136	99	150	191
ENSMUSG00000103470.1	0	0	0	0	0	0	0	0
ENSMUSG00000103471.1	0	1	0	0	0	0	1	0
ENSMUSG00000103472.1	346	501	493	312	318	340	416	342
ENSMUSG00000103473.1	2	7	5	0	0	2	7	1
ENSMUSG00000103474.1	0	0	0	0	0	0	0	0
ENSMUSG00000103475.1	1	0	1	0	0	4	3	1
ENSMUSG00000103476.1	0	0	0	0	0	0	0	0
ENSMUSG00000103477.1	0	0	0	0	0	0	0	0
ENSMUSG00000103478.1	0	0	0	0	0	0	0	0
ENSMUSG00000103479.1	0	0	0	0	0	0	0	0
ENSMUSG00000103481.1	0	0	0	0	0	0	0	0
ENSMUSG00000103482.1	0	0	0	0	0	0	0	0
ENSMUSG00000103483.1	0	0	0	0	0	0	0	0
ENSMUSG00000103484.1	6	4	8	2	0	7	6	18
ENSMUSG00000103485.1	66	100	91	50	53	65	91	79
ENSMUSG00000103486.1	0	1	0	0	0	0	0	0
ENSMUSG00000103487.1	0	0	0	0	0	0	0	0
ENSMUSG00000103488.1	0	0	0	0	0	0	0	0
ENSMUSG00000103489.1	0	0	0	0	0	0	0	0
ENSMUSG00000103491.1	0	0	0	0	0	0	0	0
ENSMUSG00000103492.1	1	0	2	0	0	0	0	0
ENSMUSG00000103493.1	10	3	5	0	7	0	8	17
ENSMUSG00000103494.1	0	0	3	0	0	0	0	3
ENSMUSG00000103495.1	56	75	65	31	44	43	58	62
ENSMUSG00000103497.1	24	29	24	15	1	20	15	31
ENSMUSG00000103498.1	0	0	0	0	0	0	0	0
ENSMUSG00000103499.5	0	0	0	0	0	0	0	0
ENSMUSG00000103500.1	0	0	0	0	0	0	0	0
ENSMUSG00000103501.1	0	0	0	0	0	0	1	0
ENSMUSG00000103502.1	6	4	4	1	0	0	0	1
ENSMUSG00000103503.1	0	0	0	0	0	0	0	0
ENSMUSG00000103504.1	0	0	0	0	0	0	0	0
ENSMUSG00000103505.1	41	75	63	40	39	30	74	54
ENSMUSG00000103506.1	50	83	56	39	37	58	54	52
ENSMUSG00000103507.1	116	135	104	65	68	78	92	101
ENSMUSG00000103509.1	160	254	335	161	143	88	177	216
ENSMUSG00000103510.1	0	0	0	0	0	0	0	0
ENSMUSG00000103511.1	0	0	0	0	0	0	0	0
ENSMUSG00000103512.1	0	0	0	0	0	0	0	0
ENSMUSG00000103513.1	0	0	4	0	0	0	0	2
ENSMUSG00000103514.1	0	0	0	0	0	0	0	0
ENSMUSG00000103516.1	0	0	0	0	0	0	0	0
ENSMUSG00000103517.1	0	1	0	0	1	0	2	0
ENSMUSG00000103518.1	0	0	0	0	0	0	0	0
ENSMUSG00000103519.1	0	0	0	0	0	0	0	0
ENSMUSG00000103520.1	32	33	42	35	44	43	31	32
ENSMUSG00000103521.1	0	0	0	0	0	0	0	0
ENSMUSG00000103522.1	15	11	4	8	3	12	7	14
ENSMUSG00000103523.1	0	0	0	0	0	0	0	0
ENSMUSG00000103524.1	0	0	0	0	0	0	0	0
ENSMUSG00000103525.1	44	80	69	39	30	17	69	62
ENSMUSG00000103526.1	0	0	0	0	0	0	0	0
ENSMUSG00000103527.1	11	18	20	8	12	9	6	3
ENSMUSG00000103528.1	0	0	0	0	0	0	0	0
ENSMUSG00000103529.1	4	8	4	0	0	6	3	2
ENSMUSG00000103530.1	0	0	0	0	0	0	0	0
ENSMUSG00000103531.1	0	0	0	0	0	0	0	0
ENSMUSG00000103532.1	23	22	14	5	30	41	31	54
ENSMUSG00000103533.1	0	0	0	0	0	0	0	0
ENSMUSG00000103534.1	0	0	0	0	0	1	0	0
ENSMUSG00000103535.1	0	0	0	0	0	0	0	0
ENSMUSG00000103536.1	0	0	0	0	0	0	0	0
ENSMUSG00000103537.1	0	0	0	0	0	0	0	0
ENSMUSG00000103538.3	0	0	0	0	0	0	0	0
ENSMUSG00000103539.1	0	1	1	0	0	0	0	0
ENSMUSG00000103540.1	0	0	0	0	0	0	0	0
ENSMUSG00000103541.1	0	0	0	0	0	0	0	0
ENSMUSG00000103542.1	0	0	0	0	0	0	0	0
ENSMUSG00000103543.1	2	0	5	0	10	2	13	2
ENSMUSG00000103544.2	0	1	0	0	0	0	1	0
ENSMUSG00000103545.1	0	0	0	0	0	0	0	0
ENSMUSG00000103546.1	0	0	0	0	0	3	10	3
ENSMUSG00000103547.1	0	0	0	0	0	0	0	0
ENSMUSG00000103548.1	0	0	2	0	0	0	0	1
ENSMUSG00000103549.1	0	0	0	0	0	0	0	0
ENSMUSG00000103552.1	1	2	8	4	0	0	0	0
ENSMUSG00000103553.1	28	28	49	8	19	44	46	52
ENSMUSG00000103554.1	0	0	0	0	0	0	0	0
ENSMUSG00000103555.1	0	0	0	0	0	0	0	0
ENSMUSG00000103556.1	0	0	5	0	0	4	5	3
ENSMUSG00000103557.1	0	0	0	0	0	0	0	0
ENSMUSG00000103558.1	31	28	53	34	14	23	58	35
ENSMUSG00000103559.1	0	0	0	0	0	0	0	0
ENSMUSG00000103560.1	89	118	111	80	39	39	63	86
ENSMUSG00000103561.1	0	0	0	0	0	3	2	0
ENSMUSG00000103562.1	0	0	0	0	0	0	5	4
ENSMUSG00000103563.1	0	0	0	0	0	0	0	0
ENSMUSG00000103564.1	0	0	0	0	0	0	0	0
ENSMUSG00000103566.1	0	0	0	0	0	0	0	0
ENSMUSG00000103567.1	566	906	790	474	376	562	641	679
ENSMUSG00000103568.1	0	0	0	0	0	0	0	0
ENSMUSG00000103569.1	27	37	25	20	17	34	46	65
ENSMUSG00000103570.1	2	5	11	5	4	1	10	11
ENSMUSG00000103571.1	0	0	0	0	0	0	0	0
ENSMUSG00000103572.1	39	58	84	34	43	51	86	43
ENSMUSG00000103573.1	0	0	0	0	0	0	0	0
ENSMUSG00000103574.1	2	2	1	11	1	2	2	4
ENSMUSG00000103575.1	0	0	0	0	0	0	0	0
ENSMUSG00000103576.1	0	0	0	0	12	11	17	18
ENSMUSG00000103577.1	3	9	15	3	3	0	0	4
ENSMUSG00000103579.1	0	2	2	0	0	0	0	0
ENSMUSG00000103580.1	3	7	10	5	2	5	6	8
ENSMUSG00000103581.1	0	0	0	0	3	0	2	0
ENSMUSG00000103583.1	0	0	0	0	0	0	0	0
ENSMUSG00000103584.1	0	2	0	0	0	0	0	0
ENSMUSG00000103585.1	831	1012	1032	733	548	708	744	898
ENSMUSG00000103586.5	0	0	0	0	0	0	0	0
ENSMUSG00000103587.1	0	0	0	0	0	0	0	0
ENSMUSG00000103588.1	1	0	4	0	0	0	2	0
ENSMUSG00000103589.5	0	0	0	0	0	0	0	0
ENSMUSG00000103590.1	8	15	5	7	4	4	14	13
ENSMUSG00000103591.1	41	63	53	16	70	67	135	154
ENSMUSG00000103592.1	5	2	2	6	0	0	4	2
ENSMUSG00000103593.1	3509	3818	4428	2905	1658	2053	2421	3007
ENSMUSG00000103594.1	0	1	0	0	2	0	0	1
ENSMUSG00000103595.1	0	0	0	0	0	0	0	0
ENSMUSG00000103596.1	0	0	0	0	0	1	6	6
ENSMUSG00000103597.1	1	1	4	0	2	3	7	7
ENSMUSG00000103598.1	0	0	0	0	0	0	0	0
ENSMUSG00000103599.1	0	1	3	0	8	1	19	13
ENSMUSG00000103600.1	0	0	0	0	0	0	2	0
ENSMUSG00000103601.1	0	0	0	0	0	0	0	0
ENSMUSG00000103602.1	0	0	0	0	0	0	0	0
ENSMUSG00000103603.1	0	1	0	0	0	0	0	0
ENSMUSG00000103604.1	0	0	0	0	0	0	0	0
ENSMUSG00000103606.1	0	0	0	0	0	0	0	0
ENSMUSG00000103607.1	0	0	0	0	0	0	0	0
ENSMUSG00000103608.1	0	0	0	0	0	0	0	0
ENSMUSG00000103609.1	0	2	0	0	0	0	0	2
ENSMUSG00000103610.1	0	0	0	0	0	0	0	1
ENSMUSG00000103611.1	20	22	27	7	3	12	24	16
ENSMUSG00000103612.1	0	0	0	0	0	0	0	0
ENSMUSG00000103613.1	29	33	13	4	39	28	40	55
ENSMUSG00000103614.1	46	46	64	15	33	37	31	36
ENSMUSG00000103615.5	0	0	0	0	0	0	0	0
ENSMUSG00000103616.1	0	0	0	0	0	0	1	0
ENSMUSG00000103617.1	0	0	0	0	0	0	1	0
ENSMUSG00000103618.1	0	0	0	0	0	0	0	0
ENSMUSG00000103620.1	0	0	2	5	0	0	0	0
ENSMUSG00000103621.1	69	87	82	65	49	46	84	95
ENSMUSG00000103622.1	67	74	81	72	29	44	50	63
ENSMUSG00000103624.1	76	142	149	91	70	74	111	131
ENSMUSG00000103625.1	6	5	12	2	8	6	9	8
ENSMUSG00000103626.1	0	0	0	0	0	0	0	0
ENSMUSG00000103628.1	0	0	0	0	0	1	0	0
ENSMUSG00000103629.1	0	0	0	0	0	0	0	0
ENSMUSG00000103630.1	10	16	7	7	8	10	5	16
ENSMUSG00000103631.1	3	0	0	0	0	0	0	0
ENSMUSG00000103632.1	15	19	32	29	16	7	24	32
ENSMUSG00000103633.1	0	0	2	0	0	0	0	2
ENSMUSG00000103634.1	24	38	62	40	41	26	31	37
ENSMUSG00000103635.1	0	0	0	0	0	0	0	0
ENSMUSG00000103636.1	63	100	120	73	177	122	186	200
ENSMUSG00000103637.1	0	0	0	0	0	0	0	0
ENSMUSG00000103638.1	0	0	0	0	0	0	1	3
ENSMUSG00000103639.1	0	0	0	0	0	0	0	0
ENSMUSG00000103640.1	1	0	0	0	0	0	0	0
ENSMUSG00000103641.1	0	0	0	0	0	0	0	1
ENSMUSG00000103642.1	0	0	0	0	0	0	0	0
ENSMUSG00000103643.1	0	0	0	5	1	0	1	0
ENSMUSG00000103644.1	0	0	0	0	0	0	0	0
ENSMUSG00000103646.1	73	118	121	94	103	68	140	118
ENSMUSG00000103647.1	0	0	0	0	0	0	0	0
ENSMUSG00000103649.1	73	67	51	65	56	76	116	87
ENSMUSG00000103650.1	0	0	0	0	0	0	0	0
ENSMUSG00000103651.1	0	0	0	0	0	0	0	0
ENSMUSG00000103652.1	0	0	0	0	0	0	0	3
ENSMUSG00000103653.1	26	34	21	21	16	17	17	13
ENSMUSG00000103654.1	0	0	0	0	0	0	0	0
ENSMUSG00000103655.1	0	0	0	0	0	0	0	0
ENSMUSG00000103656.1	39	160	116	65	60	32	70	55
ENSMUSG00000103657.1	128	187	170	144	109	80	184	173
ENSMUSG00000103658.1	0	0	0	0	0	0	0	1
ENSMUSG00000103659.1	0	5	0	0	0	0	0	3
ENSMUSG00000103660.5	0	0	0	0	0	0	0	0
ENSMUSG00000103662.1	7	4	8	0	0	6	2	7
ENSMUSG00000103663.1	0	0	0	0	0	0	0	0
ENSMUSG00000103664.5	0	0	0	0	0	0	0	0
ENSMUSG00000103665.1	0	0	0	0	0	0	0	0
ENSMUSG00000103666.1	0	0	0	0	0	0	0	0
ENSMUSG00000103667.1	0	0	0	0	0	0	0	0
ENSMUSG00000103668.1	0	0	0	0	0	0	0	0
ENSMUSG00000103669.1	0	1	2	0	0	3	0	0
ENSMUSG00000103670.1	3	9	5	6	5	0	4	6
ENSMUSG00000103672.1	116	145	133	130	132	116	160	156
ENSMUSG00000103673.1	0	0	0	0	0	0	0	0
ENSMUSG00000103675.1	0	0	0	0	0	0	0	0
ENSMUSG00000103676.1	0	1	0	0	0	4	0	1
ENSMUSG00000103677.1	242	291	275	220	155	222	202	249
ENSMUSG00000103678.1	0	0	0	0	0	0	0	0
ENSMUSG00000103679.1	0	0	0	0	0	0	0	0
ENSMUSG00000103680.1	0	6	8	0	1	19	14	23
ENSMUSG00000103681.5	0	0	0	0	0	0	0	0
ENSMUSG00000103684.1	5	0	6	2	0	2	2	1
ENSMUSG00000103685.1	3	4	2	2	3	11	3	6
ENSMUSG00000103686.1	0	0	0	0	0	0	0	0
ENSMUSG00000103688.1	0	0	0	0	0	0	0	0
ENSMUSG00000103689.1	0	0	0	0	0	0	0	0
ENSMUSG00000103690.1	0	0	0	0	8	0	2	7
ENSMUSG00000103691.1	0	0	0	0	0	3	3	3
ENSMUSG00000103692.1	0	0	0	0	0	0	0	0
ENSMUSG00000103693.1	46	78	54	53	34	39	46	61
ENSMUSG00000103694.1	0	0	0	0	0	0	0	0
ENSMUSG00000103695.1	0	0	0	0	0	0	0	0
ENSMUSG00000103696.1	233	378	333	216	117	145	143	212
ENSMUSG00000103697.1	66	78	65	38	43	50	50	97
ENSMUSG00000103698.1	0	0	0	0	0	0	1	0
ENSMUSG00000103699.1	0	0	0	0	0	0	0	0
ENSMUSG00000103700.1	0	0	0	0	0	0	0	0
ENSMUSG00000103701.1	19	43	38	17	31	31	42	29
ENSMUSG00000103702.1	0	0	0	0	0	0	0	0
ENSMUSG00000103703.2	15	17	17	13	5	6	12	23
ENSMUSG00000103704.1	2	2	0	0	0	0	1	0
ENSMUSG00000103705.1	0	0	0	0	0	0	0	0
ENSMUSG00000103706.1	88	147	139	70	35	4	9	151
ENSMUSG00000103707.5	0	0	0	0	0	0	1	0
ENSMUSG00000103708.1	0	0	0	0	0	0	0	0
ENSMUSG00000103709.1	0	0	0	0	4	0	0	5
ENSMUSG00000103710.1	0	0	0	0	0	0	0	1
ENSMUSG00000103711.1	19	31	44	26	13	16	14	39
ENSMUSG00000103712.1	0	0	0	0	0	0	0	0
ENSMUSG00000103713.1	0	0	0	0	0	0	0	0
ENSMUSG00000103714.1	0	0	0	0	0	0	0	0
ENSMUSG00000103715.1	38	45	16	37	52	43	39	85
ENSMUSG00000103716.1	0	0	0	0	0	2	0	0
ENSMUSG00000103717.1	6	15	14	12	3	6	3	11
ENSMUSG00000103718.1	0	0	0	0	0	0	0	0
ENSMUSG00000103719.1	0	0	0	0	0	0	0	0
ENSMUSG00000103720.1	0	0	0	0	0	0	0	0
ENSMUSG00000103722.1	15	50	26	16	46	12	72	33
ENSMUSG00000103723.1	0	0	1	0	0	1	0	0
ENSMUSG00000103724.1	0	0	0	0	0	0	0	0
ENSMUSG00000103725.1	0	0	0	0	0	0	0	0
ENSMUSG00000103726.1	13	15	5	3	6	4	13	14
